title,location,desc,price,bath,bed,toilet,area
3 bedroom flat / apartment for rent,"Sangotedo (olokonla Bus Stop), Ajah, Lagos",Clean i newly built 3 bedroom flat now available for rent at ajah sangotedoolokonla area...with all room ensuite...4people in a compound....good kitchen fittings.nice proximity...rent...1.8mlegal...180kagency...180kcaution.....1...,1800000,5 Bathrooms,3 Bedrooms,4 Toilets,ajah
4 bedroom semi-detached duplex for rent,"Thomas Estate, Ajah, Lagos",To let:brand new and luxury 4 bedroom semi detached duplex with a room boy's quarter is up for rent in a very secured estate in a...,3500000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
4 bedroom detached duplex for rent,"Lekki Palm City Estate, Ajah, Lagos","For rent: 4 bedroom fully detached duplex with a room bq and swimming pool at lekki palm city estate, ajah.features:-all rooms en-suite-guest toilet-en-suite bq-dinning area-kitchen- family lounge.-balcony-parking space-swimming poolrent- 5magency- 10%legal- 10%refundable caution- 300ktotal- 6,300,000contact jsp realtors for further enquiries and inspecti...",5000000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
4 bedroom semi-detached duplex for rent,"Thomas Estate, Ajah, Lagos","This is in a very secure call to enter estate at thomas estate, ajah lagos.*an ample parking lot*a bq with it's own kitchen.*a perfect road condition.floodfree.no internal pictures but very much accessible for inspection.rent:2.8magency:280agreement:280refundable caution:...",2800000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
1 bedroom mini flat for rent,"Unity Estate, Ajah, Lagos","Newly built and standard 1 bedroom mini flat with visitors toilet, waderobe, kitchen cabinets,pop ceiling and morden interior design bus available for rent immediately in an estate at ajah lagos...price: #1.2m per annum..agency10%..legal 10%..caution deposit 10%..service charges yet to be determine...",1200000,,,2 Toilets,ajah
1 bedroom mini flat for rent,"Thomas Estate, Ajah, Lagos","Spacious mini flat to let at ajah.newly renovated mini flat with two toilets ,en-suite bedroom and storage space.self servicedspacious living room and bedroom.well renovated and paintedbrand new kitchen cabinetsnew toilet waresprepaid meteronly two in a compoundquiet and serene environmentlocation- thomas estate , ajah.rent- n850k per annum.corporate tenant prefer...",850000,,,2 Toilets,ajah
2 bedroom flat / apartment for rent,"Addo Road, Ajah, Lagos",This is located in a call to enter estate before nnpc filling station coming from ajah bus stop in a very secure neighborhood.note that the rooms are not spacious reason for the relatively low price.rent:1.1magency:110agreement:110refundable caution:100service charge:150total package:1....,1100000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
4 bedroom semi-detached duplex for rent,"Lekki Epe- Express Way, Ajah, Lagos","4bedroom semi- detached duplex on mobile road.mobile estate road, is located around the ajah areal ilaje off the lekki-epe expressway, just before vgc roundabout. it is an estimated 30 minutes drive to victoria island without traffic.features include:- brand new house- fully feted kitchen- heat extractor- gas cooker- kitchen cabinetsprice: 2.5mill...",2500000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
3 bedroom flat / apartment for rent,"Lekki Scheme 2, Via Abraham Adesanya, Ajah, Lagos","A spacious brand new 3 bedroom apartment for rent in lekki scheme 2 via abraham adesanya, ajah. this is a well finished house with following features:dining roomwater heaterguest toiletample parkingwalk in bath cubiclespacious roomspopkitchen cabinetkitchen store roomstudy roomserene environmentetc.2m rent200k agreement200k agency200k cautiontotal 2.6mcontact 07034500...",2000000,,3 Bedrooms,4 Toilets,ajah
2 bedroom house for rent,"Behind Lekki Gardens Ph 5, Via General Paint Busstop, Before Lbs, Ajah, Lagos","New 2 bedroom apartment for rent inside lekki atlantic garden estate(alabeko), behind lekki gardens phase 5, via general paint busstop, abraham adesanya area, ajah.the estate is a developing one and road is not all tarred, but no traffic and distance is defined. however its very secure with both military and private security personnel.its a virgin house, built for sale about 2 years but price was too high to fly. now available for rent.features include:furnished kitchenguest toiletpop ceilingrooms en-suitewardrobes in roomsspacious roomsbalconyinterlocked compoundample parking space24hrs security800k rent80k agreement80k agency50k cautiontotal 1,010,000call 07034500132 to schedule inspecti...",800000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
3 bedroom flat / apartment for rent,"Lekki Scheme 2, Via Abraham Adesanya, Ajah, Lagos","Nice 3 bedrooms apartment in a serene but secure area in lekki scheme 2, via abraham adesanya, ajah, lagos.the house has big compound with garden and minimal noise from the gen house.features include:guest toiletpop ceilingfurnished kitchenbathroom cubiclesspacious roomsample parkingtarred roadall rooms en-suiteetc1.4m rent140k agreement140k agency100k cautiontotal 1,780,000.call 070345001...",1400000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
Self contained (single rooms) for rent,"First Unity Estate Cooperative Villa Badore, Ajah, Lagos",A standard room in a flat shared kitchen only available at first unity estate cooperative villa badore addo ajah lagos...rent 300k agent 30k agreement 30k caution 30k service charge to be discus...,300000,,,,ajah
Self contained (single rooms) for rent,"Seaside Estate Badore Addo, Ajah, Lagos",A standard room in a flat shared kitchen only available at seaside estate badore addo ajah lagos...rent 3...,350000,,,,ajah
Self contained (single rooms) for rent,"Estate, Sangotedo, Ajah, Lagos","Luxurious newly built a room self contained is available for rent at sangotedo ajah lagos. well furnished with pop ceiling wadrope kitchen cabinets interlock compound gated fenced compound with security good access road standard room size prepaid meter bore hole water heater and a lot morerent :#400,000legal:#40,000agency#40,000caution:#30,000service charge:#15,000total:#525,...",400000,,,,ajah
3 bedroom flat / apartment for rent,"Unity Estate, Ajah, Lagos","A newly built 3 bedroom flat with fitted kitchen, waderobe, visitors toilet, waderobe nd morden interior design is available for rent immediately in an estate at ajah lagos...price : #2m per annum..agency 10%..legal 10%..caution deposit 10%..service charges 200k per annu...",2000000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
4 bedroom detached bungalow for rent,"Ajah, Lagos","For lease: well finished 4 bedroom detached bungalow at budo peninsula, ajah, lagos.features:- well finished- modern, top-notch quality fittings/ fixtures- all rooms en-suite- suitable for residential and business purposes- situated in a secured estate- large sitting room- fantastic location- spacious master bedroom- spacious kitchen- solid security doors covering all entry points- located in a safe, secured, organized and serene estate- 24hrs security- located on a well interlocked road with excellent drainage network system- the finishing is top-notch (it is a must-see)* 3-5 year lease acceptablerent: n2.8 million per annumfor further enquiries/ arrangement for inspection, please contact:gabriel: 08177766550 (call/ whatsapp)fadeke: 08177766154 (call/ whatsapp)chris: 08177766115 (call/ whatsapp)bluehedge realtors- estate agency and property marketing- real estate development and advisorytel: +234-8032065685 (call/ whatsapp), 08177766110-9 (call/ whatsapp)website: www.bluehedgerealtors.comemail: [email protected]instagram: bluehedgerealt...",2800000,5 Bathrooms,4 Bedrooms,6 Toilets,ajah
3 bedroom flat / apartment for rent,"Seaside Estate Badore Addo, Ajah, Lagos",Standard brandnew 3 bedroom flat available at seaside estate badore addo ajah lagos...rent 1.5m agent 150k agreement 150k caution ...,1500000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
1 bedroom mini flat for rent,"Harmony Estate Owode Lamgbasa, Ajah, Lagos","A brand new mini flat in a secured estate in owode lamgbasa ajah! gated estate, good power supply ...",600000,2 Bathrooms,,2 Toilets,ajah
4 bedroom semi-detached duplex for rent,"Marshy Hills Estate Off Addo Road, Ajah, Lagos",Newly built 4 bedroom semi detached duplex available for rent at marshy hills estate off addo road ajah.rent 2.5magency :10%legal :10%legal 10%caution :#200kself servicedpi...,2500000,4 Bathrooms,4 Bedrooms,4 Toilets,ajah
4 bedroom detached duplex for rent,"Akins Addo Road, Ajah, Lagos","4 bedroom fully detached duplex plus bq available for rent at akins addo road,ajahfeatures:-fitted kitchen-ensuite rooms with a/c'srent..... 3.5magency... 10%legal.... 10%caution.... 200kself servicedpi...",3500000,4 Bathrooms,4 Bedrooms,4 Toilets,ajah
1 bedroom mini flat for rent,"Oakland Estate, Sangotedo, Ajah, Lagos","Brand new spacious room & parlor mini flat available for rent at oakland estate, sango tedo,ajah.rent:#1.2magency:10%legal :10%caution:10%self serviceddo...",1200000,,,,ajah
2 bedroom flat / apartment for rent,"Thomas Estate, Ajah, Lagos","Downstairs two bedroom apartment available for rent at thomas estate,ajah.rent 1.2magency 120klegal 120kcaution 100kself serviceddo...",1200000,2 Bathrooms,2 Bedrooms,2 Toilets,ajah
4 bedroom house for rent,"By Thomas Estate, Ajah, Lagos",4bedroom town house newly built and well finished in mini estate by thomas estate ajah for rent .price #3...,3500000,5 Bathrooms,4 Bedrooms,5 Toilets,ajah
2 bedroom flat / apartment for rent,"Ajah, Lagos",Brand new 2bedroom service apartment in a gated estate at ajah with 24hrs power for 2m rent and 200k service charge agency 10% legal 10% caution 2...,2000000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
1 bedroom mini flat for rent,"Ajah, Lagos","Brand new luxury mini flat apartment at ajah in a gated estate with 24hrs power supply for 1.2m rent and 200k service charge agency 10%, legal 10% caution 1...",1200000,,,2 Toilets,ajah
1 bedroom mini flat for rent,"Badore, Ajah, Lagos","Rent: 550,000agency : 10%legal : 10%caution: 50,000 naira.westwood estate, badore,ajah lekki lag...",550000,,,,ajah
2 bedroom terraced duplex for rent,"Salvation Estate Owode Baale Street Langbasa, Ajah, Lagos",Standard brandnew 2 bedroom duplex available at salvation estate owode addo off langbasa ajah lagos...rent...,1000000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
3 bedroom flat / apartment for rent,"Lekki Palm City Estate, Ado, Road, Ajah, Lagos","Fantastically finished brand new 3 bedroom flat inside lekki palm city,, bu ado road, ajahthe finishing is one of the best you ve ever seen,spaciousfurnished kitchenpop finishingand many m...",2500000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
2 bedroom flat / apartment for rent,"Seaside Estate., Badore, Ajah, Lagos",Brand new 2 bedroom flat upstairs at seaside estate badore ajah all ensuite spacious living room wallrobe modern facility kitchen cabinets pop ceiling and tarried r...,1100000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
3 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",Nice and spacious 3bedroom flat upstairs now available for rent at ajah area of sangotedo...close to the local government...with all room ensuite..spacious compound for car park...good kitchen fittings...water heater...walkable distance from the express...rent..1.5mlegal....75kcaution...100kagency...150kservice charge...1...,1500000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
2 bedroom flat / apartment for rent,"Unity Estate, Badore, Ajah, Lagos","Luxury 2bedroom apartment in unity estate, badore ajah.rent: 1magency: 100klegal: 100kcaution: 100kservice charge: 100ktotal: 1...",1000000,2 Bathrooms,2 Bedrooms,2 Toilets,ajah
1 bedroom mini flat for rent,"Even Estate, Badore, Ajah, Lagos","Mini flat for rent in even estate off ado roundabout, ajah.rent: 600kagency: 60klegal: 60kservice charge: 45kcaution deposit: ...",600000,,,,ajah
4 bedroom detached duplex for rent,"Lekky Palm City Estate, Ajah, Lagos","Luxury 4bedroom duplex for rent in lekky palm city estate, ajah.rent: 3.5magency: 350klegal: 350kcaution deposit: 3...",3500000,4 Bathrooms,4 Bedrooms,4 Toilets,ajah
3 bedroom flat / apartment for rent,"Badore, Ajah, Lagos","3bedroom flat for rent in unity estate, badore ajah.rent: 1.2magency: 120klegal: 120kcaution deposit: 120kservice charge: 1...",1200000,3 Bathrooms,3 Bedrooms,3 Toilets,ajah
3 bedroom semi-detached bungalow for rent,"By The Secretariat, Sangotedo, Ajah, Lagos","Luxurious newly built 3 bedroom semi detached bungalow is available for rent at sangotedo ajah lagos state. well furnished with pop ceiling kitchen cabinets interlock compound gated fenced compound with security good access road standard room size prepaid meter ,bore hole water and alot more.rent #1,500,000legal:#150,000agency:#150,000caution:#150,...",1500000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
4 bedroom detached duplex for rent,"Royal Gardens Estate, Ajah, Lagos",To letsharp 4bedroom detached duplex with bq at royal gardens estate ajahrent - 4...,4500000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
1 bedroom mini flat for rent,"Foth Oil, Ogombo, Ajah, Lagos","Luxurious room and parlour self contain is available for rent at foth oil ogombo road ajah lagos lagos. well furnished with pop ceiling wadrope kitchen cabinets interlock compound gated fenced compound with security good access road standard room size treated water heater and alot more .rent :#800,000legal:#80,000agency;#80,000caution:#50,000service charge:#50,...",800000,,,2 Toilets,ajah
Self contained (single rooms) for rent,"Palm Crescent, Badore, Ajah, Lagos","Brandnew self contain for rent in a secured estate in badore, ajah.rent: 400kagency and legal: 40k eachcaution deposit: 50kservice charge: ...",400000,,,,ajah
1 bedroom mini flat for rent,"Palm Crescent Estate, Badore, Ajah, Lagos","Brandnew mini flat for rent in a secured estate in badore , ajahrent: 700kagency: 70klegal: 70kservice charge: 80kcaution deposit: ...",700000,,,,ajah
Self contained (single rooms) for rent,"United Estate, Sangotedo, Ajah, Lagos",Massive selfcontained new house at united estate sangotedo ajahrent upstairs 530kdownstairs 500kagency 50klegal 50kcaution fees 50kservices charge 1...,500000,,,,ajah
3 bedroom terraced duplex for rent,"Behind Shoprite Estate., Sangotedo, Ajah, Lagos","Luxurious newly built 3 bedroom terrace duplex is available for rent at estate behind shoprite sangotedo ajah lagos. well furnished with pop ceiling wadrope kitchen cabinets interlock compound gated fenced compound with security good access road standard room size prepaid meter treated water heater good estate security and alot more .rent :#2,200,000legal:#220,000agency:#220,000caution :200,000service charge:#157,...",2200000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
1 bedroom mini flat for rent,"Gra, Abijo, Lekki, Lagos",Brand new miniflat available for rent in very secured estate in abijo ajah la...,450000,,,,ajah
1 bedroom mini flat for rent,"Thomas Estate, Ajah, Lagos",Well renovated mini flat available for rent at thomas estate ajah.rent is 900kagency 10%legal 10%caution 10%self servicetotal package is 1....,900000,,,,ajah
4 bedroom terraced duplex for rent,"Ajah, Lagos","Letting4bedroom terrace duplex with good private parking spacelocation: ajah, lagosprice: 3.5million per annumother charges:agency: 10%legal: 10%caution: 175ktotal package: 4.375,000features:newall rooms ensuiteguest toiletfitted kitchenshowerbathtubbalcony...",3500000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
1 bedroom mini flat for rent,"Ado, Ajah, Lagos",To let a standard miniflat available at addo road in a well secured tarred estate addo ajah lagos...rent 8...,800000,,,,ajah
1 bedroom mini flat for rent,"Unity Estate, Badore, Ajah, Lagos","Luxury miniflat at unity estate badore ajah, spacious living room wallrobe modern facility paved compound kitchen cabinets and clean running wa...",450000,,,,ajah
4 bedroom semi-detached duplex for rent,"Lake View Park1 Opposite Ikota Complex, VGC, Lekki, Lagos","Luxury & exquisitely finished 4 bedroom semi detached house with bq at *lake view 1 estate (adjacent vgc), ajah, lagos.*asking price: n7m/annumfeatures- all rooms en-suite- spacious living room- fitted kitchen- air - conditioning- modern fixtures and fittings- automatic change over- provision for cctv cameras- centralised hot water system- commensurable hours of electricity supply (phcn)- 24 hours security- provision of clean water- ample parking space for 6 - 7 vechicles- good road network- safe and serene environment- functional drainage sys...",7000000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
4 bedroom semi-detached duplex for rent,"Lake View 1 Estate, Lekki, Lagos","Direct letting:*luxury & exquisitely finished 4 bedroom semi detached house with bq at *lake view 1 estate (adjacent vgc), ajah, lagos.*asking price: n7m/annumfeatures- all rooms en-suite- spacious living room- fitted kitchen- air - conditioning- modern fixtures and fittings- automatic change over- provision for cctv cameras- centralised hot water system- commensurable hours of electricity supply (phcn)- 24 hours security- provision of clean water- ample parking space for 6 - 7 vechicles- good road network- safe and serene environment- functional drainage sys...",7000000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
3 bedroom detached bungalow for rent,"Abraham Adesanya Estate, Ajah, Lagos","Brand new 3 bedroom bungalow with a security houselocation: abraham adesanya estate, ajah, lagosprice: 2. 5m yea...",2500000,3 Bathrooms,3 Bedrooms,3 Toilets,ajah
3 bedroom flat / apartment for rent,"Lekki Palm City Estate, Ajah, Lagos",A brand new three bedroom flat in a secured and paved estate lekki palm city estate aj...,2500000,3 Bathrooms,3 Bedrooms,3 Toilets,ajah
4 bedroom terraced duplex for rent,"Ajah, Ajah, Lagos",Swimmingpoolgymcctvbrand newvideo bellclean watersecured estategood compound spacefully fitted kitchenserenitywater heaterspop ceilingjacu...,3300000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
2 bedroom flat / apartment for rent,"West Wood Estate, Badore, Ajah, Lagos",Well maintained luxury 2 bedroom flat with electric cooker to let in well secured estate along badore road ajah.yearly rent 1.5mlegal 10%agency 10%caution fee 10%service charge 2...,1500000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
4 bedroom detached duplex for rent,"Lekki Palm City, Ajah, Lagos","Four bedrooms fully detached duplex for rent inside lekki palm city, ajahrent 3.5mlegal 350kagency 350kcaution: 250k4,450,...",3500000,,4 Bedrooms,,ajah
4 bedroom semi-detached duplex for rent,"Thomas Estate, Ajah, Lagos",To letbrandnew 4bedroom semi detached duplex all rooms ensuite at thomas estate ajah3.5m per an...,3500000,,4 Bedrooms,,ajah
2 bedroom house for rent,"Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 bedroom bungalow for rent in lekki scheme 2 off abraham adesanya road ajah lekki lagos.all rooms ensuite with toilet and bathroom and wardrobeit has a visitor toilet.fitted kitchen.rent: 1.2magency: 120k.agreement: 120kcaution fee: 100kservices charge: 70k.call me for inspection it's fr...,1200000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
4 bedroom semi-detached duplex for rent,"Lekki Palm City Estate, Ajah, Lagos",A newly built 4 bedroom semi detached with bq available for rent immediately at lekki palm city estate ajah lagos...price: #3.5m per annum..agency 10%..legal 10%..caution deposit 300...,3500000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
1 bedroom mini flat for rent,"Lbs Lekki Ajah., Lekki Phase 2, Lekki, Lagos",,1000000,2 Bathrooms,,2 Toilets,ajah
4 bedroom detached duplex for rent,"Thomas Estate, Ajah, Lagos",Newly built 4bedroom duplex with a room bq in thomas estate ajahrent: 3.5mlegal 350kagency 350kcaution deposit 1...,3500000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
Self contained (single rooms) for rent,"Greenville Estate, Badore, Ajah, Lagos","Newly built standard 4bedroom duplex share apartment in greenville estate badore, ajahmaster's 700krooms up 550, 500kdownstairs 450kpalor space dinner space 700knotes: palor space will have private converting kitchens.agency 10%legal 10%caution 10%service charge 65kpay and packing immediately*will/la...",500000,,,,ajah
Self contained (single rooms) for rent,"Harmony Estate, Langbasa, Ajah, Lagos","Room self in a shared apartment at harmony estates langbasa road, ajah*master 380k*other rooms 350k, 320k*palor space 350kagency 10%legal 10%caution 10%service charge 45ksemi direct br...",350000,,,,ajah
Self contained (single rooms) for rent,"Goodnews Estate, Sangotedo, Ajah, Lagos","Spacious room self contained for rent in an estate around ogidan sangotedo ajah lekki. comes with personal,toilet,bathroom and kitchen,. total package is 420k. 100 naira bike from therra annex gate to the ho...",350000,,,,ajah
2 bedroom semi-detached duplex for rent,"Lekki Scheme 2, Abraham Adesanya / Ogombo, Ajah, Lagos","Standard 2bedroom duplex available for rent at lekki scheme 2 abraham adesanya/ogombo,ajah.rent - 1.6magency - 160agreement - 160caution - 160pi...",1600000,2 Bathrooms,2 Bedrooms,2 Toilets,ajah
2 bedroom flat / apartment for rent,"Royal Palmwill Estate, Badore, Ajah, Lagos","Brand new 2 bedroom flat available for rent at royal palmwill estate, badore road ajahfeatures:-all rooms ensuite with wardrobes ---fitted kitchen-guest toilet-ample parking spacerent: 1.2m per annumlegal fee: 120kagency fee: 120kcaution fee: 100ksvc chg : #70k (psp waste management, cleaning of the compound & security)total package: 1.610mr...",1200000,2 Bathrooms,2 Bedrooms,2 Toilets,ajah
3 bedroom flat / apartment for rent,"Evelyn Drive, Badore, Ajah, Lagos","3 bedroom flat at evelyn drive off taiwo kolawale, first unity estate, cooperative villa, badore, ajah.rent n1.2m & n1.1m per an...",1200000,2 Bathrooms,3 Bedrooms,2 Toilets,ajah
2 bedroom semi-detached duplex for rent,"Around Abraham Adesanya, Ajah, Lagos","Brand new 2-bedroom duplex for rent;lekki scheme2, ajahrent: n2,000,000professional fees: n400,000caution fee: n100,000total package: n2,500,000features;self-servicedfamily loungeall rooms en-suiteshowers & heatersbalconycarspace for 1borehole ...",2000000,,2 Bedrooms,3 Toilets,ajah
Restaurant / bar for rent,"Jakande, Lekki, Lagos","For lease: purpose built facility ideal for a bar/lounge, fast food joint etc.location: beside fcmb bank @ jakande facing the lekki- ajah expressway.lease price: 25m per annum ( 5 years lease).contact: 08066696890 or 08026468543.nb : these pictures were taken while the facility was still under construction in october 2021. physical inspection will convince you furth...",25000000,,,,ajah
4 bedroom detached duplex for rent,"Thomas Estate, Ajah, Lagos","Spacious 4 bedroom duplex with all rooms en suit, spacious fitted kitchen, class bath cubic, spacious parking space interlocking road, chandelier lightings, wardrobe in all rooms, conduit dstv cables, water heater and p.o.p finishing is available for rent in a well secured environment at thamos estate ajah lagos.. rent fee per is 3.5million, legal fee is 350k , agency fee is 350k, refundable caution fee is 300k.for more enquries plss contact e.t nelson enterprise land surveyor & house agent, lekki ajah lagos.contact : 08138382890, 08124510...",3500000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
1 bedroom mini flat for rent,"Lekki Palm City, Ajah, Lagos","Brand new mini flat available for rent at lekki palm city off addo road,ajahrent 1.4magency :140klegal : 140kcaution : 200kservice charge :200kpi...",1400000,,,,ajah
1 bedroom flat / apartment for rent,"Lekki Scheme 2 Estate, Ajah, Lagos","Shared apartment in lekki scheme 2 estate, ajah.they share only the parlour and kitchenrent 450k, 500k, 600klegal 10%agency 10%caution 10%service 70k*yink/st...",500000,,,,ajah
4 bedroom detached duplex for rent,"Thomas Estate, Ajah, Lagos","To letbrand new 4 bedroom detached duplex with a bqprice: 3.5mlocation: thomas estate, ajahfeatures: en-suite rooms, microwave, oven, gas cooker, heat extractor, pantry, boy's quarter, family lounge, massive bedrooms, jacuzzi, security house, in-built speakers, interlocked road network and 24/7 secur...",3500000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
3 bedroom flat / apartment for rent,"Zina Estate, Ajah, Lagos",A very clean and spacious 3 bedroom flat available for rent immediately at zina estate ajah lagos...rent: #1.2m per annum..agency 10%..legal 5%..caution deposit 100...,1200000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
3 bedroom terraced duplex for rent,"Lekki Palm City Estate, Ajah, Lagos","Newly built 3 bedroom terrace duplex;location: lekki palm city estate, ajah.rent n3.5millionagency 10%legal 10%caution 250k.kindly contact nike 07051897800 for more enquir...",3500000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
1 bedroom mini flat for rent,"Royal Garden Estate, Ajah, Lagos","For rent: well built 1 bedroom mini-flat at royal garden estate, ajah, lagos.features:- brand new- secured estate- all rooms ensuite- living room- spacious compound- security doors- modern architecture- in-house speakers- fitted kitchen- shower cubicle- cctv camera- 24 hrs security------------------------------------------------------------------------- rent: n1.5m per annum------------------------------------------------------------------------for more information and viewing:contact:+2348160971667 (call/whatsapp)+2349052950111 (call/whatsapp)[email protected]instagram: @shelternestrealtyfacebook: @shelternestrea...",1500000,,,,ajah
3 bedroom flat / apartment for rent,"Off Mobil Road, Ilaje, Ajah, Lagos",Clean 3bedrooms flat off mobil road ajah.rent. n1.6magency. n160klegal. n160kcaution. n2...,1600000,4 Bathrooms,3 Bedrooms,4 Toilets,ajah
3 bedroom semi-detached duplex for rent,"Megamoud Estates, Lekki, Lagos",Decent 3 bedroom duplex with excellent facilitiesclose too ajah bridgeinterlock roadworkable to d express roadbig compound and interlockself compoundpop finishingbig palour and dining spacebig kitchen with store & lovely cabinetbig rooms with jacuzzi bathtuball rooms ensuitbig wardrobeswater heaterac i master roomstudy roomnice compoundpersonal prepaid me...,3000000,4 Bathrooms,3 Bedrooms,4 Toilets,ajah
3 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos","A lovely and well maintained 3 bedroom flat located in a secure environment in thera annex, ajah. the property comes with solar powered, inverter, prepaid meter, clean water, ample parking space, well paved compound etc. there are only 2 apartments in the building. the available unit is the upper un...",1700000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
1 bedroom mini flat for rent,"Badore, Ajah, Lagos",A newly built and standard 1 bedroom mini flat with visitors toilet/waderobe/kitchen cabinets etc is available for rent immediately at greenville estate badore ajah lagos...price: # 850k per annum..agency 10%..legal 10%..caution deposit 100k..service charges 100k per annu...,850000,,,2 Toilets,ajah
3 bedroom flat / apartment for rent,"Badore, Ajah, Lagos","Newly renovated 3bedroom flats (up & down) inside anu crescent estate badore, ajah.rent 650klegal 65kagency 65kcaution 50kservice 60kdirect br...",650000,2 Bathrooms,3 Bedrooms,2 Toilets,ajah
5 bedroom semi-detached duplex for rent,"Goodnews Estate, Sangotedo, Ajah, Lagos","5 bedroom semi-detached duplex in goodnews estate at sangotedo, ajah-lekki.*features:*-gated and secured eatate-pre-paid meter-solar system for 24-hours electricity-5.5 kva inverter-18 solar panels-ample parking of 2 cars per unit-video door bell intercom-car garage to park your car-police patrol in the estate day and night-clean running water-security checks at the estate gaterent - n2.5mlegal 10%agency 10%caution - n300kservice charge - n6...",2500000,5 Bathrooms,5 Bedrooms,6 Toilets,ajah
3 bedroom flat / apartment for rent,"Badore, Ajah, Lagos","Brand new 3nedroom flat apartmentsjust 4 units in the large and massive compound, by powerline junction badore, ajahcaution: 100kagency: 10%legal: 5%*melv...",1300000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
3 bedroom flat / apartment for rent,"Rockstone Estate, Badore, Ajah, Lagos","Brand new and tastefully finished luxury 3bedroom apartment at rockstone ville estate badore, ajahcomes with 4 toilets, wardrobes, water heater, security etc on a paved roadrent:rpstairs n1.2mdownstairs n1.1magency 10%legal 10%caution 10%service n150k*josep/vi*owner would prefer married working class clie...",1200000,3 Bathrooms,3 Bedrooms,4 Toilets,ajah
2 bedroom flat / apartment for rent,"Along Badore Road, Badore, Ajah, Lagos","Relatively new 2bedroom flat (up floor) along badore road, ajahrent 800klegal 80kagency 80kcaution 100kservice 60k*fran/sec**augu/s...",800000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
4 bedroom terraced duplex for rent,"Peaceville Estate, Close To Cooperative Villa Estate Road, Badore, Ajah, Lagos",Tastefully finished brand new 4 bedroom terraced duplex in a mini estate on 2 floorsfeaturesfitted kitchen cabinetslarge wardrobesinterlocked compoundpay and pack inlarge compoundspacious roomsall rooms ensuiteboreholeprepaid meterprice; 1.8m per annumagency; 180klegal: 180kcaution/refundable deposits; 200kself serviced apartmentslocation; peaceville estate badore ajahalong/close to cooperative villa estate road a...,1800000,5 Bathrooms,4 Bedrooms,5 Toilets,ajah
2 bedroom flat / apartment for rent,"Badore Road, Badore, Ajah, Lagos",A brand new well finished two bedroom flat in a secured and gated estate in badore aj...,850000,3 Bathrooms,2 Bedrooms,3 Toilets,ajah
4 bedroom detached duplex for rent,"Olokonla, Ajah, Lagos","Luxury and well maintained 4 bedroom detached house with a room bq, fitted kitchen and a spice of royalty to let at olokonla, ajah, lagos @ 3million naira per annum...decent working class family with a taste and appreciation of the quality of finishing needed...rent 3 million.the pictures speak for themselves.client with good profile preferred...",3000000,4 Bathrooms,4 Bedrooms,5 Toilets,ajah
2 bedroom flat / apartment for rent,"Westwood Estate, Badore - Addo, Ajah, Lagos",Standard 2 bedroom flat available at westwood estate badore addo ajah lagos...rent 1.5m agent 150k agreement 150k caution 150k service charge 1...,1500000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
2 bedroom flat / apartment for rent,"Harmony Estate Langbasa, Ajah, Lagos","Now lettinga standard 1bedrooms flatfeatures modern facilitiesmini flatbrand-new1 bedroom apartmentgorgeous ocean viewbalconies with gorgeous ocean viewsall en-suite bedroomsguest toiletnicely fitted kitchenample parking lotwalk-in closet meter, nb: have a pay as you go token for power )location sangotedo ajah lagos contact me for more detai...",700000,2 Bathrooms,2 Bedrooms,3 Toilets,ajah
